day,room_id,time_interval,energy_usage
2,119,12am-6am,57
2,120,6am-12pm,86
2,120,12pm-6pm,86
2,120,6pm-12am,64
2,120,12am-6am,47
2,121,6am-12pm,34
2,121,12pm-6pm,56
2,121,6pm-12am,45
2,121,12am-6am,40
2,122,6am-12pm,44
2,122,12pm-6pm,85
2,122,6pm-12am,46
2,122,12am-6am,61
2,123,6am-12pm,93
2,123,12pm-6pm,44
2,123,6pm-12am,60
2,123,12am-6am,38
2,124,6am-12pm,76
2,124,12pm-6pm,75
2,124,6pm-12am,91
2,124,12am-6am,47
2,125,6am-12pm,81
2,125,12pm-6pm,34
2,125,6pm-12am,85
2,125,12am-6am,91
2,126,6am-12pm,94
2,126,12pm-6pm,42
2,126,6pm-12am,42
2,126,12am-6am,35
2,127,6am-12pm,44
2,127,12pm-6pm,49
2,127,6pm-12am,84
2,127,12am-6am,51
2,128,6am-12pm,98
2,128,12pm-6pm,47
2,128,6pm-12am,82
2,128,12am-6am,86
2,129,6am-12pm,74
2,129,12pm-6pm,56
2,129,6pm-12am,78
2,129,12am-6am,97
2,130,6am-12pm,35
2,130,12pm-6pm,38
2,130,6pm-12am,36
2,130,12am-6am,77
2,131,6am-12pm,95
2,131,12pm-6pm,98
2,131,6pm-12am,74
2,131,12am-6am,99
2,132,6am-12pm,70
2,132,12pm-6pm,86
2,132,6pm-12am,38
2,132,12am-6am,65
2,133,6am-12pm,75
2,133,12pm-6pm,94
2,133,6pm-12am,41
2,133,12am-6am,77
2,134,6am-12pm,41
2,134,12pm-6pm,56
2,134,6pm-12am,93
2,134,12am-6am,79
2,135,6am-12pm,35
2,135,12pm-6pm,92
2,135,6pm-12am,74
2,135,12am-6am,65
2,136,6am-12pm,85
2,136,12pm-6pm,45
2,136,6pm-12am,47
2,136,12am-6am,39
2,137,6am-12pm,76
2,137,12pm-6pm,34
2,137,6pm-12am,38
2,137,12am-6am,79
2,138,6am-12pm,72
2,138,12pm-6pm,34
2,138,6pm-12am,86
2,138,12am-6am,98
2,139,6am-12pm,37
2,139,12pm-6pm,86
2,139,6pm-12am,42
2,139,12am-6am,72
2,140,6am-12pm,84
2,140,12pm-6pm,67
2,140,6pm-12am,99
2,140,12am-6am,81
2,141,6am-12pm,64
2,141,12pm-6pm,57
2,141,6pm-12am,55
2,141,12am-6am,52
2,142,6am-12pm,96
2,142,12pm-6pm,95
2,142,6pm-12am,48
2,142,12am-6am,94
2,143,6am-12pm,30
2,143,12pm-6pm,82
2,143,6pm-12am,31
2,143,12am-6am,32
2,144,6am-12pm,31
2,144,12pm-6pm,88
2,144,6pm-12am,61
2,144,12am-6am,75
2,145,6am-12pm,58
2,145,12pm-6pm,65
2,145,6pm-12am,67
2,145,12am-6am,97
2,146,6am-12pm,80
2,146,12pm-6pm,81
2,146,6pm-12am,79
2,146,12am-6am,61
2,147,6am-12pm,60
2,147,12pm-6pm,53
2,147,6pm-12am,83
2,147,12am-6am,70
2,148,6am-12pm,61
2,148,12pm-6pm,46
2,148,6pm-12am,58
2,148,12am-6am,93
2,149,6am-12pm,41
2,149,12pm-6pm,76
2,149,6pm-12am,70
2,149,12am-6am,61
2,150,6am-12pm,44
2,150,12pm-6pm,56
2,150,6pm-12am,61
2,150,12am-6am,88
2,151,6am-12pm,95
2,151,12pm-6pm,54
2,151,6pm-12am,80
2,151,12am-6am,93
2,152,6am-12pm,68
2,152,12pm-6pm,95
2,152,6pm-12am,50
2,152,12am-6am,89
2,153,6am-12pm,73
2,153,12pm-6pm,41
2,153,6pm-12am,83
2,153,12am-6am,51
2,154,6am-12pm,81
2,154,12pm-6pm,57
2,154,6pm-12am,45
2,154,12am-6am,40
2,155,6am-12pm,100
2,155,12pm-6pm,66
2,155,6pm-12am,74
2,155,12am-6am,60
2,156,6am-12pm,31
2,156,12pm-6pm,93
2,156,6pm-12am,40
2,156,12am-6am,45
2,157,6am-12pm,38
2,157,12pm-6pm,79
2,157,6pm-12am,57
2,157,12am-6am,52
2,158,6am-12pm,49
2,158,12pm-6pm,47
2,158,6pm-12am,91
2,158,12am-6am,94
2,159,6am-12pm,77
2,159,12pm-6pm,94
2,159,6pm-12am,63
2,159,12am-6am,69
2,160,6am-12pm,42
2,160,12pm-6pm,33
2,160,6pm-12am,91
2,160,12am-6am,72
2,161,6am-12pm,32
2,161,12pm-6pm,77
2,161,6pm-12am,34
2,161,12am-6am,36
2,162,6am-12pm,78
2,162,12pm-6pm,98
2,162,6pm-12am,72
2,162,12am-6am,47
2,163,6am-12pm,68
2,163,12pm-6pm,85
2,163,6pm-12am,82
2,163,12am-6am,74
2,164,6am-12pm,40
2,164,12pm-6pm,31
2,164,6pm-12am,62
2,164,12am-6am,99
2,165,6am-12pm,33
2,165,12pm-6pm,85
2,165,6pm-12am,73
2,165,12am-6am,77
2,166,6am-12pm,84
2,166,12pm-6pm,50
2,166,6pm-12am,87
2,166,12am-6am,90
2,167,6am-12pm,43
2,167,12pm-6pm,40
2,167,6pm-12am,68
2,167,12am-6am,99
2,168,6am-12pm,30
2,168,12pm-6pm,67
2,168,6pm-12am,87
2,168,12am-6am,78
2,169,6am-12pm,30
2,169,12pm-6pm,96
2,169,6pm-12am,91
2,169,12am-6am,62
2,170,6am-12pm,100
2,170,12pm-6pm,79
2,170,6pm-12am,91
2,170,12am-6am,70
2,171,6am-12pm,87
2,171,12pm-6pm,54
2,171,6pm-12am,61
2,171,12am-6am,79
2,172,6am-12pm,66
2,172,12pm-6pm,50
2,172,6pm-12am,59
2,172,12am-6am,51
2,173,6am-12pm,96
2,173,12pm-6pm,73
2,173,6pm-12am,67
2,173,12am-6am,81
2,174,6am-12pm,56
2,174,12pm-6pm,43
2,174,6pm-12am,83
2,174,12am-6am,51
2,175,6am-12pm,84
2,175,12pm-6pm,48
2,175,6pm-12am,38
2,175,12am-6am,45
2,176,6am-12pm,56
2,176,12pm-6pm,93
2,176,6pm-12am,77
2,176,12am-6am,69
2,177,6am-12pm,91
2,177,12pm-6pm,34
2,177,6pm-12am,74
2,177,12am-6am,41
2,178,6am-12pm,66
2,178,12pm-6pm,58
2,178,6pm-12am,95
2,178,12am-6am,67
2,179,6am-12pm,38
2,179,12pm-6pm,97
2,179,6pm-12am,94
2,179,12am-6am,57
2,180,6am-12pm,64
2,180,12pm-6pm,44
2,180,6pm-12am,88
2,180,12am-6am,93
2,181,6am-12pm,93
2,181,12pm-6pm,41
2,181,6pm-12am,41
2,181,12am-6am,81
2,182,6am-12pm,96
2,182,12pm-6pm,34
2,182,6pm-12am,83
2,182,12am-6am,46
2,183,6am-12pm,66
2,183,12pm-6pm,94
2,183,6pm-12am,62
2,183,12am-6am,79
2,184,6am-12pm,32
2,184,12pm-6pm,38
2,184,6pm-12am,43
2,184,12am-6am,63
2,185,6am-12pm,80
2,185,12pm-6pm,91
2,185,6pm-12am,84
2,185,12am-6am,66
2,186,6am-12pm,55
2,186,12pm-6pm,100
2,186,6pm-12am,48
2,186,12am-6am,36
2,187,6am-12pm,40
2,187,12pm-6pm,46
2,187,6pm-12am,65
2,187,12am-6am,87
2,188,6am-12pm,59
2,188,12pm-6pm,99
2,188,6pm-12am,93
2,188,12am-6am,93
2,189,6am-12pm,59
2,189,12pm-6pm,61
2,189,6pm-12am,85
2,189,12am-6am,44
2,190,6am-12pm,63
2,190,12pm-6pm,62
2,190,6pm-12am,92
2,190,12am-6am,97
2,191,6am-12pm,56
2,191,12pm-6pm,85
2,191,6pm-12am,96
2,191,12am-6am,39
2,192,6am-12pm,98
2,192,12pm-6pm,93
2,192,6pm-12am,58
2,192,12am-6am,74
2,193,6am-12pm,55
2,193,12pm-6pm,76
2,193,6pm-12am,74
2,193,12am-6am,77
2,194,6am-12pm,50
2,194,12pm-6pm,79
2,194,6pm-12am,97
2,194,12am-6am,99
2,195,6am-12pm,43
2,195,12pm-6pm,98
2,195,6pm-12am,50
2,195,12am-6am,55
2,196,6am-12pm,33
2,196,12pm-6pm,69
2,196,6pm-12am,89
2,196,12am-6am,99
2,197,6am-12pm,40
2,197,12pm-6pm,80
2,197,6pm-12am,42
2,197,12am-6am,32
2,198,6am-12pm,32
2,198,12pm-6pm,39
2,198,6pm-12am,51
2,198,12am-6am,92
2,199,6am-12pm,45
2,199,12pm-6pm,68
2,199,6pm-12am,68
2,199,12am-6am,98
2,200,6am-12pm,36
2,200,12pm-6pm,81
2,200,6pm-12am,34
2,200,12am-6am,62
3,101,6am-12pm,56
3,101,12pm-6pm,85
3,101,6pm-12am,77
3,101,12am-6am,83
3,102,6am-12pm,46
3,102,12pm-6pm,30
3,102,6pm-12am,56
3,102,12am-6am,57
3,103,6am-12pm,50
3,103,12pm-6pm,58
3,103,6pm-12am,56
3,103,12am-6am,90
3,104,6am-12pm,35
3,104,12pm-6pm,86
3,104,6pm-12am,57
3,104,12am-6am,98
3,105,6am-12pm,87
3,105,12pm-6pm,66
3,105,6pm-12am,70
3,105,12am-6am,31
3,106,6am-12pm,47
3,106,12pm-6pm,91
3,106,6pm-12am,84
3,106,12am-6am,72
3,107,6am-12pm,43
3,107,12pm-6pm,81
3,107,6pm-12am,47
3,107,12am-6am,43
3,108,6am-12pm,94
3,108,12pm-6pm,100
3,108,6pm-12am,66
3,108,12am-6am,95
3,109,6am-12pm,88
3,109,12pm-6pm,48
3,109,6pm-12am,63
3,109,12am-6am,32
3,110,6am-12pm,84
3,110,12pm-6pm,82
3,110,6pm-12am,57
3,110,12am-6am,94
3,111,6am-12pm,85
3,111,12pm-6pm,94
3,111,6pm-12am,59
3,111,12am-6am,73
3,112,6am-12pm,92
3,112,12pm-6pm,42
3,112,6pm-12am,91
3,112,12am-6am,92
3,113,6am-12pm,36
3,113,12pm-6pm,98
3,113,6pm-12am,37
3,113,12am-6am,74
3,114,6am-12pm,55
3,114,12pm-6pm,69
3,114,6pm-12am,94
3,114,12am-6am,95
3,115,6am-12pm,38
3,115,12pm-6pm,79
3,115,6pm-12am,47
3,115,12am-6am,92
3,116,6am-12pm,52
3,116,12pm-6pm,56
3,116,6pm-12am,54
3,116,12am-6am,43
3,117,6am-12pm,76
3,117,12pm-6pm,59
3,117,6pm-12am,44
3,117,12am-6am,67
3,118,6am-12pm,87
3,118,12pm-6pm,52
3,118,6pm-12am,35
3,118,12am-6am,62
3,119,6am-12pm,56
3,119,12pm-6pm,67
3,119,6pm-12am,100
3,119,12am-6am,68
3,120,6am-12pm,78
3,120,12pm-6pm,70
3,120,6pm-12am,88
3,120,12am-6am,83
3,121,6am-12pm,95
3,121,12pm-6pm,96
3,121,6pm-12am,94
3,121,12am-6am,87
3,122,6am-12pm,54
3,122,12pm-6pm,100
3,122,6pm-12am,66
3,122,12am-6am,81
3,123,6am-12pm,71
3,123,12pm-6pm,42
3,123,6pm-12am,83
3,123,12am-6am,61
3,124,6am-12pm,68
3,124,12pm-6pm,61
3,124,6pm-12am,50
3,124,12am-6am,50
3,125,6am-12pm,54
3,125,12pm-6pm,67
3,125,6pm-12am,36
3,125,12am-6am,73
3,126,6am-12pm,52
3,126,12pm-6pm,97
3,126,6pm-12am,81
3,126,12am-6am,84
3,127,6am-12pm,41
3,127,12pm-6pm,89
3,127,6pm-12am,32
3,127,12am-6am,43
3,128,6am-12pm,73
3,128,12pm-6pm,88
3,128,6pm-12am,45
3,128,12am-6am,78
3,129,6am-12pm,33
3,129,12pm-6pm,82
3,129,6pm-12am,69
3,129,12am-6am,37
3,130,6am-12pm,98
3,130,12pm-6pm,68
3,130,6pm-12am,86
3,130,12am-6am,36
3,131,6am-12pm,66
3,131,12pm-6pm,75
3,131,6pm-12am,46
3,131,12am-6am,61
3,132,6am-12pm,33
3,132,12pm-6pm,59
3,132,6pm-12am,58
3,132,12am-6am,70
3,133,6am-12pm,98
3,133,12pm-6pm,38
3,133,6pm-12am,42
3,133,12am-6am,30
3,134,6am-12pm,47
3,134,12pm-6pm,79
3,134,6pm-12am,85
3,134,12am-6am,48
3,135,6am-12pm,55
3,135,12pm-6pm,41
3,135,6pm-12am,65
3,135,12am-6am,85
3,136,6am-12pm,31
3,136,12pm-6pm,55
3,136,6pm-12am,87
3,136,12am-6am,95
3,137,6am-12pm,54
3,137,12pm-6pm,70
3,137,6pm-12am,72
3,137,12am-6am,34
3,138,6am-12pm,94
3,138,12pm-6pm,63
3,138,6pm-12am,51
3,138,12am-6am,94
3,139,6am-12pm,98
3,139,12pm-6pm,65
3,139,6pm-12am,87
3,139,12am-6am,78
3,140,6am-12pm,71
3,140,12pm-6pm,52
3,140,6pm-12am,42
3,140,12am-6am,69
3,141,6am-12pm,66
3,141,12pm-6pm,46
3,141,6pm-12am,87
3,141,12am-6am,94
3,142,6am-12pm,99
3,142,12pm-6pm,93
3,142,6pm-12am,70
3,142,12am-6am,36
3,143,6am-12pm,64
3,143,12pm-6pm,33
3,143,6pm-12am,95
3,143,12am-6am,47
3,144,6am-12pm,32
3,144,12pm-6pm,65
3,144,6pm-12am,51
3,144,12am-6am,67
3,145,6am-12pm,61
3,145,12pm-6pm,73
3,145,6pm-12am,91
3,145,12am-6am,45
3,146,6am-12pm,33
3,146,12pm-6pm,92
3,146,6pm-12am,43
3,146,12am-6am,51
3,147,6am-12pm,36
3,147,12pm-6pm,72
3,147,6pm-12am,59
3,147,12am-6am,83
3,148,6am-12pm,53
3,148,12pm-6pm,50
3,148,6pm-12am,50
3,148,12am-6am,79
3,149,6am-12pm,38
3,149,12pm-6pm,81
3,149,6pm-12am,43
3,149,12am-6am,84
3,150,6am-12pm,79
3,150,12pm-6pm,45
3,150,6pm-12am,93
3,150,12am-6am,46
3,151,6am-12pm,50
3,151,12pm-6pm,51
3,151,6pm-12am,44
3,151,12am-6am,32
3,152,6am-12pm,51
3,152,12pm-6pm,72
3,152,6pm-12am,59
3,152,12am-6am,76
3,153,6am-12pm,58
3,153,12pm-6pm,75
3,153,6pm-12am,38
3,153,12am-6am,49
3,154,6am-12pm,78
3,154,12pm-6pm,49
3,154,6pm-12am,35
3,154,12am-6am,63
3,155,6am-12pm,64
3,155,12pm-6pm,43
3,155,6pm-12am,47
3,155,12am-6am,64
3,156,6am-12pm,100
3,156,12pm-6pm,82
3,156,6pm-12am,83
3,156,12am-6am,78
3,157,6am-12pm,53
3,157,12pm-6pm,65
3,157,6pm-12am,56
3,157,12am-6am,88
3,158,6am-12pm,44
3,158,12pm-6pm,71
3,158,6pm-12am,73
3,158,12am-6am,47
3,159,6am-12pm,90
3,159,12pm-6pm,63
3,159,6pm-12am,96
3,159,12am-6am,48
3,160,6am-12pm,93
3,160,12pm-6pm,67
3,160,6pm-12am,81
3,160,12am-6am,78
3,161,6am-12pm,62
3,161,12pm-6pm,89
3,161,6pm-12am,83
3,161,12am-6am,55
3,162,6am-12pm,82
3,162,12pm-6pm,75
3,162,6pm-12am,87
3,162,12am-6am,96
3,163,6am-12pm,37
3,163,12pm-6pm,59
3,163,6pm-12am,55
3,163,12am-6am,80
3,164,6am-12pm,72
3,164,12pm-6pm,73
3,164,6pm-12am,92
3,164,12am-6am,99
3,165,6am-12pm,57
3,165,12pm-6pm,95
3,165,6pm-12am,42
3,165,12am-6am,58
3,166,6am-12pm,90
3,166,12pm-6pm,99
3,166,6pm-12am,66
3,166,12am-6am,55
3,167,6am-12pm,68
3,167,12pm-6pm,53
3,167,6pm-12am,90
3,167,12am-6am,77
3,168,6am-12pm,49
3,168,12pm-6pm,35
3,168,6pm-12am,96
3,168,12am-6am,63
3,169,6am-12pm,48
3,169,12pm-6pm,39
